# 语音指令: none
# 采集时间: 20-Apr-2025 15:35:48
# 帧数: 61
# 特征维度: 39
# 格式: 每行一帧，每帧39个特征值，用逗号分隔
-3.070198,-0.489874,-0.009134,0.486304,0.659212,0.143215,0.006004,-0.167618,-0.210939,0.094484,0.476838,0.354466,-0.178322,-1.301756,0.217979,0.171991,0.049737,-0.171360,-0.068664,-0.076555,-0.173727,0.007276,-0.049484,-0.080987,-0.037859,-0.118015,-0.031972,0.094505,0.053145,-0.045973,-0.030124,0.018633,0.008190,0.033982,0.019409,0.009611,-0.044785,-0.029915,0.009708
-2.655262,0.274655,0.294851,0.499801,-0.329747,0.070801,-0.076307,-0.825850,-0.495661,-0.363454,-0.144371,-0.016289,-0.327180,-0.412539,0.379998,0.197748,-0.015454,-0.093583,0.020229,-0.073835,0.036294,0.041149,0.031236,-0.078948,-0.034722,-0.023007,0.163103,-0.021934,0.014220,-0.020060,0.045604,0.024548,0.038336,0.078197,0.024745,0.003143,-0.021670,-0.012062,0.034120
-2.975063,0.613275,0.437573,-0.093076,-0.420265,-0.274655,-0.216670,-0.170036,0.285029,0.024578,-0.210241,-0.128254,-0.234969,0.087682,0.149766,0.096758,-0.162881,-0.057858,0.070234,0.072011,0.115874,0.050349,0.016915,-0.123163,-0.089813,0.051796,0.216473,-0.067764,-0.024951,0.017091,0.053307,0.009629,0.025849,0.044020,0.001865,-0.005515,0.006214,0.013420,0.026274
-1.653931,0.997225,0.581672,0.217116,0.148681,0.277400,-0.183569,0.141739,-0.067856,0.169253,0.012784,0.090229,-0.069916,0.049569,-0.076389,0.100021,0.016036,0.155101,0.051099,0.103572,0.214065,0.090690,-0.021395,-0.073055,-0.024743,0.072056,0.049158,-0.082052,-0.038912,0.041669,0.015458,-0.028560,0.001832,-0.005506,-0.009760,-0.013725,0.017069,0.019667,0.006254
-2.913334,0.195293,0.515896,-0.476159,0.006402,0.487394,0.540428,0.113339,-0.063292,-0.043510,-0.447768,-0.317950,0.027998,0.126197,-0.069707,0.036922,0.157686,0.108187,-0.000270,0.037693,0.077231,0.004424,-0.064527,-0.037940,0.058635,0.034623,-0.012116,-0.025825,-0.049215,0.030776,-0.015559,-0.040624,-0.035153,-0.042677,-0.021450,0.002479,0.034802,0.023783,-0.007726
-2.282684,0.022397,0.945881,0.780317,0.463048,0.009687,0.236347,0.451823,0.308991,-0.456450,-0.537582,-0.106801,0.011355,-0.027652,-0.133308,-0.060972,0.132290,-0.056583,-0.147106,-0.033852,0.024018,-0.001160,-0.030980,0.005844,0.039386,0.035598,-0.002636,0.015995,-0.062577,-0.029434,-0.038852,-0.017168,-0.023474,-0.050561,-0.020269,0.027330,0.032957,0.002176,-0.004498
-1.746391,0.683986,0.525001,0.658635,0.115920,-0.163349,-0.174619,0.182056,0.151993,-0.077162,-0.212936,0.340754,-0.055136,0.070875,-0.023113,-0.188654,0.005322,-0.064617,-0.123728,-0.113837,-0.099482,-0.056670,0.040305,0.097792,0.057323,0.015197,0.005757,0.011303,-0.042220,-0.044016,-0.007548,0.019050,0.010037,-0.008442,0.002972,0.032861,0.021374,-0.007490,0.005723
-2.348766,-0.087831,0.194026,0.513720,-0.311177,-0.398685,-0.051006,0.259757,-0.157341,-0.004859,-0.090614,0.003043,0.198621,0.092918,0.012626,-0.253319,-0.133030,-0.045803,-0.004315,0.012372,-0.067090,-0.022850,0.131167,0.105641,-0.006940,0.051149,0.048417,0.028711,0.014126,-0.011525,0.017968,0.039994,0.030875,0.017422,0.006273,0.013083,0.002320,0.003504,0.002075
-2.334808,0.144331,-0.342482,-0.325312,-0.065141,-0.154026,-0.074085,-0.461585,-0.182037,0.014990,-0.044248,-0.011123,0.025329,0.144546,-0.065555,-0.180354,-0.044263,0.050276,0.082825,0.098943,0.069163,0.045485,0.100864,0.071855,0.026451,0.072883,0.030263,0.004854,0.061904,0.019142,0.011956,0.020802,0.009983,0.024899,-0.004327,-0.013052,-0.016443,0.006930,-0.006543
-1.296036,0.424405,-0.285781,0.367492,0.220349,-0.044490,0.269285,0.318633,0.349565,0.387513,0.057408,0.002463,0.301767,0.334097,0.095597,0.044022,0.066154,0.024817,0.061186,0.100408,0.080056,0.002736,0.036868,0.035600,0.081932,0.025433,-0.004552,-0.013199,0.061044,0.001890,-0.009016,-0.018555,-0.043501,-0.021915,-0.023800,-0.039786,-0.029509,-0.001106,-0.026757
-1.236130,0.038842,-0.414070,0.418731,0.157456,0.190968,0.325575,0.605965,0.227666,0.414669,0.167146,0.496978,0.368827,0.212713,-0.035843,0.130160,0.044806,-0.006170,0.011154,-0.073891,0.023384,-0.093985,-0.010434,0.008876,0.065690,-0.017900,-0.022874,-0.003654,0.030907,-0.034208,-0.030676,-0.038935,-0.053219,-0.047020,-0.030941,-0.049950,-0.026245,-0.020966,-0.034945
-0.597809,0.650233,0.546688,0.564793,-0.284902,-0.184024,0.419275,0.251950,-0.318065,0.056682,0.016081,0.274800,0.186077,0.060148,-0.108873,0.052459,-0.167880,-0.081111,-0.096030,-0.218380,-0.198867,-0.123687,-0.111575,-0.084797,-0.034026,-0.101020,-0.038255,-0.015555,-0.023977,-0.046475,-0.011233,-0.015207,-0.011941,-0.018753,-0.000341,-0.022663,-0.010472,-0.020102,-0.022642
-1.192852,-0.159526,0.132407,-0.143184,0.118476,-0.030651,-0.640966,-0.280091,-0.448898,0.126439,0.010644,0.270235,-0.046510,0.145423,0.001627,0.050432,-0.188293,-0.122741,-0.118967,-0.131717,-0.134326,-0.115434,-0.199535,-0.065393,-0.071982,-0.122863,0.008126,0.019193,-0.019781,0.001846,-0.001031,0.007991,0.047550,0.017665,0.022686,0.003627,0.009869,-0.007941,0.005399
-0.843700,-0.154220,-0.185908,-0.488684,-0.328780,-0.594630,-0.702587,-0.571862,-0.110841,-0.196610,-0.454597,-0.131413,-0.174382,0.116287,-0.047449,-0.092737,-0.170346,0.002941,0.023805,0.048850,0.027962,0.018829,-0.038554,-0.006416,0.000833,-0.088781,0.020267,0.029130,0.012421,0.054753,0.017975,0.030818,0.058318,0.043722,0.028027,0.032660,0.029632,0.006135,0.033858
-0.070713,0.499922,0.311830,-0.327750,-0.666757,-0.417589,0.009114,0.114626,-0.619612,-0.773328,-0.058412,0.199797,-0.280384,0.281043,0.069745,0.057605,0.055396,-0.051841,0.022786,0.158204,0.052149,0.012832,-0.019737,0.043093,-0.010468,0.019589,-0.001377,0.009047,0.009119,0.054181,0.023915,0.024288,0.003882,0.002457,0.026085,0.033680,0.013781,0.002547,0.038734
